source_id,ra,dec,phot_g_mean_mag,parallax,teff_gspphot,mh_gspphot
3698954894789719936,180.25727163013786,0.04408805114846506,21.323154,,,
3698956608480288384,180.0303095846321,0.022984041454170278,20.374273,-0.5113164736701709,,
3698957123875960704,180.1001258895891,0.06133527157525449,12.07521,1.8615058988033177,,
3698957952805988736,180.2545359929616,0.07300280519030003,19.63516,1.440809563320369,,
3698958640000747648,180.12120084582804,0.07392913369578198,13.247482,1.2939595400928565,5815.626,-0.178
3698959155396831360,180.16196422706406,0.10306589851913793,15.082703,1.150257168376149,5139.691,-0.4277
3698959327195904640,180.19477309443778,0.13062188077091502,21.130173,,,
3698960697289453952,180.33752913320617,0.07942048105886133,20.675253,4.552051493826586,,
3698962243477106944,180.47302618115404,0.12421124375434794,19.386538,0.1644617218136048,,
3698965610731699584,180.28019833442008,0.17950110875738226,20.818556,,,
3698966366645757056,180.31934655054118,0.18653468958655822,17.650856,0.8577648375410788,4274.836,-1.0826
3698967156919748352,180.3177780768881,0.20034849021176004,17.735945,1.0649747367080666,3991.4656,-0.3836
3698967229934091392,180.3097702796452,0.2077245275288989,20.841215,,,
3698967229935352320,180.30810362744518,0.20950868546598572,15.946559,1.4505448588694665,4558.586,0.028
3698967947193760896,180.3205680578659,0.25310732960587884,21.367414,,,
3698991621053522688,180.38221842764355,0.30521251060940613,19.192652,1.106438864614355,,
3795021562170222720,179.64785188312547,-0.2809787136141014,20.405333,1.9362844983129623,,
3795025307381413760,179.70486979654913,-0.12333939180134337,13.796697,2.746078391093115,5006.807,-0.0226
3795026024639645312,179.54905983662218,-0.21398553238867382,17.123133,0.5673488219801175,4646.967,-0.5656
3795026505678471680,179.5999494923864,-0.17258318658084065,20.929644,1.7683502458430773,,
3795027815642608896,179.57619731592595,-0.10787539406000014,19.181034,2.2092612310190596,,
3795028326742204416,179.68807502076845,-0.10881221674553317,19.670782,0.7996278946375345,,
3795029190031851520,179.67892675265958,-0.054834882987666145,14.924847,2.673313103801752,4498.4814,0.2264
3795029288814897536,179.61679371301057,-0.08696625715399285,19.725271,0.42105297660025465,,
3795029735491675264,179.5984940041299,-0.05372461168410618,21.465738,,,
3795030938082336128,179.88229260645855,-0.09099240554110363,17.68132,1.3099800141607245,3746.4944,-0.5436
3795032488567031936,179.80508985999032,-0.016968399714008802,16.732609,0.7410126804692316,4912.635,-0.701
3795033411983593728,179.94829412121183,-0.0017012714760290567,17.511435,0.8654966691798067,3926.2024,-0.5285
3795033583782404352,179.94200395181818,0.013660050654210654,17.678385,1.3390478463184403,3655.472,-1.0091
3795033789940703360,179.89502810707074,-0.012729340812261269,19.015547,0.18750142538468784,,
3795034889452296064,179.76310518412976,-0.04298253871381955,19.657019,1.3425854387215657,,
3795035061250999808,179.7206712537263,-0.03188177501460192,19.59582,0.5759064715227398,,
3795035168626329088,179.73766180985177,-0.034881077214440635,17.197721,0.8757277671454324,,
3795035512223715200,179.79850309138212,0.0021582024230032497,15.822305,1.1162471962180762,4743.116,-0.3039
3795035714086176384,179.77468676650804,0.007058496322865173,20.286478,0.5752554731928723,,
3795036405576911872,179.73619231592278,0.0009953825614965692,15.688094,2.0058446026723384,4404.3594,0.1171
3795037264570373504,179.81050512934664,0.033901975969461456,16.065037,1.392050240761235,4456.1143,-0.5315
3795037779966450432,179.84667130760718,0.06928433506553182,18.053787,1.2212125935888023,4048.8794,0.1933
3795038084908166784,179.79079790964718,0.04865770222105567,20.823002,-1.4296725404527524,,
3795041731336636800,179.53357931742815,-0.032836087814769425,20.989384,,,
3795042757832538624,179.5091495189347,0.0037227814201659104,19.91868,0.3592852633862332,,
3795043238868919424,179.57788777132228,0.04633154347111903,19.18192,0.3551668592663706,,
3795048392829679232,179.6576364248136,0.05073457378387674,18.632753,0.16102279397105845,4637.502,-1.3098
3795048564628370944,179.68024098870575,0.05072449547263421,,,,
3795048736427092864,179.71010604197005,0.08323414238959315,18.19725,0.5845387587274314,4617.4937,-1.13
3795049805875178624,179.65519868033073,0.11601962802682791,20.90701,,,
3795050836667031936,179.8063013271784,0.14318981381487553,14.107504,0.18607543391504555,6741.734,-2.1908
3795052722157029248,179.54338942457142,0.12420196626122092,20.941238,,,
3795052825236006016,179.55053025074324,0.13719012288452512,18.681026,0.3098443831631153,3944.1245,-0.568
3795052893955465984,179.59921476224395,0.11946990568013761,20.937248,,,
3795053310568166016,179.60567378554632,0.1614576485830683,15.1838875,1.4880153784616714,4922.883,-0.593
3795056024987819648,179.58773409057673,0.23362873928769584,20.400267,0.6697303386075504,,
3795056261209912704,179.647333263782,0.24235340843515077,19.47382,1.4201397329267538,,
3891112968562589696,180.15445636959862,0.1316776533386086,16.896717,7.910005891837123,3372.837,-0.4378
3891114304295946496,180.0660479775871,0.19418264553484182,18.175764,-0.06940579127262074,6084.842,-3.0864
3891115442463750272,179.95287640547122,0.1552443576157891,15.8197155,0.960733786408371,5285.2017,-1.0382
3891116713774071424,180.0073497840588,0.16467387957860838,15.657396,0.4547773097671666,5776.2983,-1.0387
3891117985084467456,179.96847143626877,0.21962325687182943,21.226274,,,
3891118427464561792,180.00390446370872,0.24828601842192888,20.777058,0.03889223509064549,,
3891118672279160192,179.97106048470144,0.2567328876042939,13.573745,1.204084112286354,5568.8247,-0.5645
3891119496912929920,180.20536965559072,0.21105199809357766,21.136805,,,
3891119561335920768,180.23186109632894,0.214244599267504,19.645641,0.7189498833367465,,
3891119664415140352,180.2380512561296,0.23415034323694095,18.648806,2.309472720116037,3318.0586,-0.865
3891119973652778368,180.13407846244542,0.19730545858631968,18.902008,2.328196911272518,3393.5105,0.0629
3891121313685181696,180.28278706703574,0.27213133334585576,21.011047,,,
3891124650872693888,180.01980854744704,0.2817392689955592,20.523867,-1.3757656156977776,,
3891124788312592768,180.04686504450788,0.31086628099213703,16.166548,6.431240259412136,3458.9004,-0.0933
3891125161973305600,180.1092331790658,0.345140552976587,20.646885,,,
3891126261484947200,180.2453358255755,0.3826967805946062,19.427538,0.016439193812486312,,
3891126536362861056,180.2171966774497,0.40327979432651095,18.199137,0.3772323147232922,5557.3535,-1.8979
3891127086118675328,180.1319026660459,0.4030899661637842,18.348787,0.021172173786224227,6258.169,-2.7775
3891127292277107712,180.21156509121587,0.4090310038764174,20.697203,2.2271175024913807,,
3891127429716061824,180.15590905857954,0.4100355154488169,19.622566,2.2504012527605357,,
3891127704594349184,179.8351224042336,0.1611213323503615,18.55016,0.46963290804907787,4925.9673,-1.6303
3891128430445299200,179.8853854368665,0.22753067078946992,21.079803,,,
3891129117639588352,179.74220124778785,0.22189914603639466,16.354609,0.5984685824330118,5515.099,-0.7725
3891129903617621632,179.9232558184342,0.24410114403779384,18.680649,0.20091651811005562,4782.144,-1.736
3891130144136109696,179.89284184634556,0.2558363232656587,20.736963,,,
3891131007425201408,179.87382375715845,0.27698973909443547,15.5739355,0.7499207807543254,5361.5635,-0.4116
3891132102640877440,179.74461712454442,0.2443505692252048,20.915384,,,
3891134615197731328,179.78944664849502,0.336761989856524,18.118698,,,
3891137806357478784,179.9747136091778,0.3879412822841272,20.194626,0.1630369891989548,,
3891138974588151040,180.07676107572883,0.403662408501851,18.911198,0.8442199992422244,3612.348,-1.0734
3891139940957217024,180.07100982825594,0.4441789570329071,14.801249,0.8759346936656843,5922.6133,-0.5906
3891141517209237120,179.9547950096107,0.43132104693120593,19.506054,3.0800424042960146,,
3891145541594598784,180.33736836523684,0.3275531837822615,15.012301,1.3881197570060813,4977.8467,0.2294
3891145743456949248,180.33935656098848,0.3546136481180605,21.081938,,,
3891150004064170112,180.2261558312807,0.41129507547892075,19.883362,1.1689345247326788,,
3891182924989970432,179.70693869613243,0.3991691129761383,21.205246,,,
3602806550014102144,180.21115592973217,-0.42105606804996637,21.4112,,,
3602806790532276480,180.28327363033955,-0.4100651967146303,17.962341,0.10300932121621625,5948.3228,-1.6215
3602844173927351424,179.66614432599948,-0.3345034535841458,20.931206,,,
3602847438102749056,180.16208628922922,-0.44799976943574055,17.729063,1.5077585605683068,3687.5295,-0.4918
3602849156089232256,179.92686254293517,-0.476666230512928,20.920166,,,
3602850397336003840,179.84847824231417,-0.44296061716553686,13.839942,1.3978726911746195,5523.2007,-0.2754
3602850912730714752,179.8753085958561,-0.4066950392259476,19.901123,1.4007620930774987,,
3602850981451976320,179.9149635082191,-0.4032171293040436,21.530659,,,
3602851045874876160,179.90568422653197,-0.3878971081549091,20.069872,1.1313989839055838,,
3602851080234617088,179.9099265102147,-0.3805814636786641,18.552444,0.06853023623895374,5060.8574,-0.7698
3602852317185197312,179.95577966543965,-0.38367589875653146,20.65337,2.188235470146123,,
3602853382337492480,180.16945412745136,-0.4332203054664895,18.87442,0.5666798023547492,5518.0303,-2.1284
3602854688007575296,180.10505999901224,-0.37850146801318285,19.2654,0.2737183274219831,,
3602857028765554688,180.21910135777205,-0.29543380675303005,13.334259,1.0611338333102005,,
3602859124709592320,180.03190082549773,-0.29589212660761255,20.526127,,,
3602859743184884864,180.05942614236045,-0.25053579784084484,18.975512,0.7430844109068955,3757.58,-1.178
3602861113278694016,180.13519704567943,-0.23688449248415422,19.563015,0.8117270967637995,,
3602861151934489728,180.15795819040198,-0.23133819853167772,20.601103,,,
3602861186293899136,180.1621922619603,-0.21905997218026071,15.755877,0.5249846971523546,5595.6606,-1.0297
3602862732482451968,179.85856257371762,-0.3955386954209169,20.833597,,,
3602865202087110016,179.9302738203588,-0.30079426518350694,20.83516,,,
3602865820562405760,179.86818175328045,-0.28475839625044075,19.45679,1.747101121480321,,
3602868745436296832,179.8321721577228,-0.2847847627256749,15.684164,0.40663384022605736,5743.517,-0.8673
3602870252968669184,179.7958756271661,-0.2077730673579201,17.686203,0.11953443522546268,5700.163,-1.3798
3602870291623857024,179.7637113437854,-0.20381193088372168,20.788633,1.0161630255479848,,
3602870910099926400,179.99902409867403,-0.285671549662842,21.280487,,,
3602874410497459968,180.05819610529235,-0.15304769835613138,20.790207,,,
3602875441289164672,179.94145332657698,-0.1969653557230523,18.580154,0.5991156263273059,3553.7908,-0.7934
3602876201498177664,179.92283356720316,-0.1563263917622913,16.295837,0.6487778075653208,5324.891,-0.6491
3602876476377432704,179.85892025099125,-0.16752527157938468,18.311354,2.340829843894252,3368.1038,-0.0961
3602877090556615680,179.93558019909466,-0.12564262464785067,19.20379,0.6599220077007306,,
3602877365435983872,179.91550546689362,-0.10598960604478001,19.49454,-0.46049807422325256,,
3602877919485755904,180.0015191240019,-0.10508212570380657,20.83854,,,
3602879323941441280,180.03297364626522,-0.036527566156327886,20.774904,,,
3698933965411989888,180.3641769166927,-0.21306634924310972,20.449371,0.36892208898134404,,
3698935545959987200,180.4319248064763,-0.18720499372512386,20.947062,,,
3698935618976065024,180.41950912135374,-0.18244608206727256,15.587844,0.949815221744948,5257.2534,-0.5739
3698936306170837248,180.48593204026403,-0.11604669174364313,17.299078,1.343028821877877,4047.9949,-0.0313
3698936512329264640,180.42153187743435,-0.15193118662501312,14.899074,0.32106786377183294,5184.2183,-0.3103
3698936611111894656,180.36922711217036,-0.16179395959055415,18.8421,0.23993609607645222,5793.508,-2.7186
3698938707055948416,180.2534590140101,-0.14835767647951648,21.777645,,,
3698938707055955584,180.25166841285986,-0.14190772291921433,21.710037,,,
3698938741415864832,180.23123277401692,-0.15486362966524,20.538383,0.9560662224499218,,
3698939462970236672,180.237989746019,-0.10002873685195805,19.357824,0.18937604982009207,,
3698939913943362816,180.32852986166887,-0.1152235970090185,19.661598,-0.07675787657093414,,
3698940631201381120,180.41447872400173,-0.056646110171163416,19.44731,0.05623631690290154,,
3698943276902307200,180.45360720339983,-0.07494256796022197,20.896381,,,
3698947198206178560,180.47797163468334,0.013050604776044965,20.006609,,,
3698947331350391424,180.393613210814,-0.02772937122563943,19.822598,-0.9112516848407788,,
3698947885402670336,180.4394341558833,0.0020635967672038005,19.652746,0.05340727597618172,,
3698950050066191872,180.4798103166162,0.10842220324414811,15.902153,0.15662309445292227,6503.731,-0.9488
3698951115218046592,180.15947714312867,-0.09573180272505165,17.150185,0.9857172508812673,4371.632,-0.0366
3698953795277787904,180.30564851878256,0.013319277344731349,21.026508,,,
3698955199731078656,180.11866939737942,-0.03604727946074995,20.471525,-0.5110859456722301,,
3698955612047348096,180.1346503688653,-0.01807135900719897,19.322203,-0.10321534051697301,,
3698955886925265792,180.12410487129284,-0.0044878114270226685,19.846418,-0.12463570613830896,,
3698957501833105536,180.1513525505148,0.0224234354521054,19.74691,-0.197112326969188,,
3698958463909716480,180.14895893792942,0.0609645309541125,21.18188,,,
3698962518355034880,180.4581344672201,0.15121473437780725,19.897352,0.05467114293102676,,
3698963342988764160,180.42941529928777,0.16372467541526337,21.270298,,,
3698964962192617728,180.23579799599236,0.1297077611696217,17.455805,0.4795434413076843,4940.2285,-0.6186
3698966126127826304,180.3528572809664,0.18475530789453698,20.94769,,,
3698967156919752576,180.31322602081417,0.20661270161882703,19.472542,2.570775613328587,,
3795024482746892800,179.81742124484956,-0.15101510604624843,20.534777,-2.007438887674919,,
3795024585826907264,179.75805278780422,-0.15904055877815712,12.781683,3.1684002287149973,5117.314,-1.3015
3795026024639652352,179.55571812045042,-0.2057622372986495,18.501451,0.7034335491067891,4356.938,-0.576
3795026368237065984,179.56248626553094,-0.17069503656396515,19.734735,1.280650818530921,,
3795028223662974848,179.63712547900982,-0.12635332673455565,18.41484,0.11128374546034406,5862.0527,-1.2778
3795028876498047488,179.71769074215163,-0.07692529526350064,19.63073,0.5280439030673998,,
3795029632412305920,179.5774600050386,-0.06290433491028732,21.34825,,,
3795030731924084352,179.80143087851175,-0.10424355734683304,20.66089,-0.2878631489072025,,
3795031212962949760,179.85619617195053,-0.08103523378335145,19.309034,1.3358743316615274,,
3795032076249891584,179.81262016342265,-0.05603713845771893,21.123632,,,
3795033278840733568,179.98454466723103,-0.0010407656218980835,16.626635,-0.025869121274598644,6061.4204,-3.5024
3795033343264227584,179.9721403767774,0.0057324911106375566,21.197481,,,
3795034786373070336,179.74620898977827,-0.05359020998976536,19.133852,0.18340039623398194,,
3795035168625278848,179.73752619346365,-0.035069102553700646,17.944817,0.7730117684425205,,
3795035267409457920,179.73302166409306,-0.008753751600842515,18.55016,1.781291507117612,3383.3223,-1.1572
3795035821461361280,179.7833483423258,0.033969776259652536,13.523291,0.044417331560815516,,
3795036233778219008,179.6794974912871,0.009170999026677772,13.447464,1.9101640967780766,5703.7534,-0.3023
3795036401280945920,179.73845324448766,0.009364694552577303,20.97782,,,
3795037058411956096,179.8243357134651,0.03579351530902767,20.384527,0.8432206095879765,,
3795038364082296832,179.7618189437479,0.07668451280944179,19.290108,-0.01216068918609367,,
3795038737743248000,179.84763675692565,0.1057229775300419,20.13765,-0.6833820660059469,,
3795041486522056192,179.58089725482375,-0.04978189579430472,19.978416,0.5556133722228833,,
3795046816577938560,179.51587156212335,0.09856075439866407,21.478872,,,
3795048564628379264,179.68698371442358,0.05963785211930765,21.47159,,,
3795049908954388352,179.6376548469694,0.11915384088601522,18.122807,0.4044884795639983,5842.211,-2.3874
3795051072889364480,179.75929736167384,0.1595992359301198,21.578436,,,
3795051897523095808,179.74111233689902,0.17345153260995227,19.752039,1.3296185241695149,,
3795052687797027328,179.52250719887755,0.10726739618788823,18.463156,0.6998165364692573,3661.7104,-1.0714
3795053168833396480,179.58472336005028,0.14566702711033475,19.293295,0.12062002496264253,,
3795054272641142912,179.53644679150062,0.1778011252641585,10.326295,0.40406994930741336,,
3795055578309899264,179.67970146032312,0.2496028657303252,20.446712,-1.790869327333221,,
3795055711454271744,179.59921318104205,0.20816045733190927,20.570204,1.5124548979322239,,
3795056261209913088,179.64409838007452,0.24392331728364858,19.297974,-0.4199911396573335,,
3795056677822830848,179.63239821183564,0.2788264484188656,19.2825,2.3182319543985157,,
3795103093535291264,179.59874301345903,0.2607827320719699,20.844238,,,
3891113655757407232,180.0175693010946,0.13761338689446587,20.588112,1.2484792573002026,,
3891116091002784000,179.87301548901212,0.17797019937591493,21.407124,,,
3891116778197491072,180.0038591978923,0.18113226879139732,20.216808,2.279622622571242,,
3891116812556845184,180.01954133413537,0.17251348026281424,20.949465,,,
3891117362312667392,180.0654603868181,0.22122255723430279,20.873316,,,
3891117813284577536,179.9626581930492,0.20220771332087642,20.41305,-1.4765702117365422,,
3891118496186062592,180.0368641334751,0.25713734931816656,21.00787,,,
3891118874141145216,180.1669047156886,0.1575094430219804,18.936312,-0.2261111349392384,5141.4917,-1.7471
3891119325114189952,180.18341110219606,0.1989706837433144,16.345482,0.7618185343181755,5040.924,-0.7523
3891119836213832576,180.22609472823726,0.23542148802817373,18.866606,1.3410459770741787,3315.675,-0.5112
3891120351610292992,180.11169614600826,0.22884958049661808,20.456814,0.8152104070794606,,
3891122348771199744,180.2580373122946,0.30229913382402573,13.772343,1.3446095981335713,5460.0957,0.0914
3891124028102222208,180.13974452185653,0.29569294703877086,20.114592,0.05142762233325614,,
3891124096821401088,180.10377241220837,0.28895098658094626,20.735102,,,
3891124646579173632,180.01936863433195,0.2893736496620986,20.755877,-1.3348631012523509,,
3891124822672331392,180.04916142884906,0.3151278004698636,20.312912,,,
3891127365292975872,180.19730448918548,0.41665503085138483,13.190226,0.6103862531798212,,
3891127434011232640,180.16373826344918,0.41490662204486656,19.872597,0.2564418020684322,,
3891128426148867968,179.88089269048,0.22643602079743466,21.428535,,,
3891129048920111872,179.76765197877643,0.2131017132794441,17.893763,0.09394531300432357,5138.4385,-1.0516
3891129250782591488,179.7713535699532,0.23913693888582704,18.299305,1.2319135186581434,3577.961,-0.9191
3891130423309682304,179.96409600362517,0.2691836950797881,17.728954,0.29916315831549223,5299.3564,-0.6333
3891131247943370112,179.85023692759984,0.28806211202867965,13.187682,1.5989931212369273,5656.7695,-0.0443
3891131351022585984,179.8435795732441,0.3075487219303818,14.952532,1.0743513129567321,5306.314,-0.5638
3891132824195392768,179.78835940320863,0.2955683698244679,18.80472,2.626766084661744,3231.7698,-0.0248
3891134748340754944,179.80921196118746,0.35752970477756385,20.75204,,,
3891135779132912384,179.78586003589857,0.3789609160164397,18.793444,1.1763883441834935,3807.7627,-1.0713
3891136092666546560,179.85478670941094,0.4078494482451102,21.268005,,,
3891138566567648768,180.01078819314526,0.4260074232140462,19.250484,-0.5650393047531302,,
3891139391201865216,180.17473439598317,0.44789813827354114,21.315598,,,
3891140658215363968,180.05894319311489,0.4804098377854439,20.227589,-0.10857900373144258,,
3891140903030355840,179.91577401136948,0.3917315873334265,21.671253,,,
3891141109188286848,179.94082738130663,0.4229190589446868,16.339584,0.022233996412060947,5997.0796,-1.2785
3891141207971872640,179.87235668755795,0.40688433415927766,20.78749,,,
3891141723367949952,179.94083861578062,0.4444762548555722,21.079962,,,
3891162923325819136,180.16141457877927,0.4667685641262655,20.192926,1.82374978655155,,
3891180863405668864,179.6499607861644,0.34263386802277473,21.46097,,,
3891183195571873792,179.7834628371468,0.42187630035791984,19.863363,0.5417626225695121,,
3602806550014103552,180.21575460059603,-0.419307533911026,17.733301,2.169326896772833,3445.3008,-0.4832
3602806863547572736,180.24860780357128,-0.4214939627798199,15.486364,1.0059485581659597,4544.858,-0.7439
3602806893611489024,180.25349902341858,-0.4142088594542726,20.01754,1.0830006360775075,,
3602826890978776192,179.8207382959663,-0.46058431927224786,21.227705,,,
3602839707161204864,179.75395958245602,-0.4169772351619238,21.188053,,,
3602848335750462336,180.04172934225272,-0.41523397848638205,20.711828,,,
3602848709413084800,180.0632601591697,-0.41132992059714724,19.050112,0.3574085715243067,,
3602848846852048256,180.07219048056004,-0.39033025364610807,19.803942,0.8681276140506828,,
3602848881211788928,180.08509674182824,-0.3837641335503944,18.498856,0.8527529457340042,3409.3826,-0.7821
3602849607062058240,179.97821246565246,-0.45954613114404574,15.803711,1.6303411166438864,4518.291,0.497
3602849985019181696,179.95342454602942,-0.4182701186906648,21.27797,,,
3602850328616527360,179.85905756462716,-0.44252960148019044,19.405188,0.42069278515607056,,
3602850461759311744,179.8804519071201,-0.4209176181669382,19.26487,0.012240028033901243,,
3602850702277483648,179.93311525140533,-0.4145318777474888,20.269035,-0.7179991689873504,,
3602850736637223680,179.94355574331883,-0.41142101004063647,20.167114,-0.49776008610317457,,
3602852699438514432,179.951097891532,-0.35547491881101423,19.941925,1.8090879739899128,,
3602853524072236288,180.1845198971759,-0.41446313065027096,19.576132,1.0241324086666135,,
3602853932093326080,180.21181333055398,-0.39188090753514115,20.664082,,,
3602855787519215104,180.24311299269502,-0.34941037293675886,19.127169,1.172431197703423,,
3602856028037395840,180.25515078693599,-0.3085614739940813,20.081732,-0.0994471128072825,,
3602856165476350080,180.30242627940518,-0.30414310611513,18.060875,3.9265202020016488,3283.3442,0.0988
3602858398859343872,180.1550051723385,-0.30469346033225264,19.548584,1.2521593677153413,,
3602858609313566336,180.09686270460423,-0.29584710115124085,20.554497,,,
3602860430379984128,180.17673438714255,-0.23112337653889103,20.353966,,,
3602860941480010496,180.2081919099414,-0.20106796013201902,20.407524,-0.10400820141911306,,
3602861285077386240,180.11355917284538,-0.23569230248198467,18.243496,4.279818487133759,,
3602861525595563008,180.13714037259135,-0.1996637154187312,20.63591,-0.9209715667789697,,
3602861529891283072,180.13990843414288,-0.1934397612661604,20.266582,,,
