ra,dec,class,subclass,z,plate,mjd,fiberID
167.08697,26.158274,STAR,F0IV (81937),-3.677431e-05,6413,56336,522
167.15977,26.108533,STAR,CV,0.0003387709,6413,56336,524
167.06732,25.671709,STAR,B8III (220575),-0.0003897061,6413,56336,537
167.46448,26.905939,STAR,WDcooler,-0.0002718351,6413,56336,546
167.45162,26.572239,STAR,F0IV (81937),0.0003592158,6413,56336,548
167.00418,26.449162,STAR,F3/F5V (30743),6.250553e-05,6413,56336,560
167.3888,25.94575,STAR,CV,0.0001467642,6413,56336,562
167.49975,26.312612,STAR,O8e (188001),-9.779184e-06,6413,56336,564
167.51696,25.716056,STAR,A4V (136729),-0.0003210349,6413,56336,580
167.63681,26.488116,STAR,F8V (G_243-63),8.160308e-05,6413,56336,590
167.57358,26.34676,STAR,A1III (225180),7.542221e-05,6413,56336,600
167.74132,26.135759,STAR,F3/F5V (30743),-0.0001795985,6413,56336,612
334.42655,3.28901,STAR,CV,-0.0007480718,11341,58428,100
334.2053,3.3101213,STAR,WDcooler,-0.0002926668,11341,58428,130
334.1723,3.327734,STAR,G5Iab: (20123),0.003807842,11341,58428,137
333.97591,3.0510181,STAR,F3/F5V (30743),-0.0001002037,11341,58428,150
334.02009,3.238477,STAR,K0V (10780),8.921946e-05,11341,58428,155
333.69986,2.9494825,STAR,CV,-0.001042823,11341,58428,181
333.747,2.9784717,STAR,M4.5:III (123657),0.0001152329,11341,58428,185
333.84621,2.9819184,STAR,M5III (221615),0.0001634551,11341,58428,191
231.26821,13.926075,STAR,WDcooler,-0.0005352147,5491,56034,84
231.44519,13.913624,STAR,A1V (95418),-0.0003653863,5491,56034,88
231.35522,14.176425,STAR,A2II (39866),-0.000208148,5491,56034,94
231.23029,14.361802,STAR,F3/F5V (30743),0.0001914373,5491,56034,102
231.33882,14.337967,STAR,WDhotter,-0.0002821649,5491,56034,104
231.28407,14.473033,STAR,K3V (32147),3.705813e-05,5491,56034,106
231.32772,14.813065,STAR,M4.5:III (123657),-6.977302e-05,5491,56034,111
231.25442,14.620435,STAR,K3Iab: (4817),0.0008019713,5491,56034,112
231.23215,14.913898,STAR,F0II (25291),-0.0006031402,5491,56034,120
231.06413,13.467668,STAR,CV,-0.002622982,5491,56034,124
231.04591,14.264419,STAR,K3V (32147),-6.075627e-05,5491,56034,138
231.22844,14.276275,STAR,M5III (221615),-1.633179e-05,5491,56034,139
231.05132,14.562237,STAR,A2II (39866),-0.0005684862,5491,56034,143
231.12269,14.556156,STAR,F2III (89254),0.0001012614,5491,56034,145
230.95873,14.354068,STAR,B5 (338529),-0.0007792208,5491,56034,148
231.01762,14.666762,STAR,F8V (G_243-63),0.0003600011,5491,56034,152
231.0212,14.903183,STAR,F3/F5V (30743),-0.0001867137,5491,56034,157
231.08129,14.859049,STAR,F0IV (81937),-0.0006672378,5491,56034,160
230.79812,13.750695,STAR,F0IV (81937),-0.0006315723,5491,56034,162
230.83927,13.727993,STAR,F8V (G_243-63),-0.0002194904,5491,56034,168
230.88194,13.968267,STAR,A5II (34578),-0.0008775067,5491,56034,172
230.88185,14.209755,STAR,CV,-0.001971803,5491,56034,178
230.89747,14.281069,STAR,G4V (32923),-0.0002041967,5491,56034,180
230.71283,14.379523,STAR,F0IV (81937),-0.0009481283,5491,56034,181
230.79305,14.446652,STAR,K3V (32147),-0.0001609253,5491,56034,186
230.76073,14.727311,STAR,A4V (136729),0.0001182488,5491,56034,196
134.96218,38.983952,STAR,A0,-0.0002635905,1198,52669,63
134.79761,38.918443,STAR,M4,0.000119139,1198,52669,65
134.94967,38.961834,STAR,M7,5.156116e-05,1198,52669,66
135.04193,39.205616,STAR,F9,-6.219383e-05,1198,52669,75
133.97159,38.318184,STAR,A0,-0.0001396113,1198,52669,92
134.63865,39.138258,STAR,F9,-9.335105e-05,1198,52669,113
131.04785,4.6897872,STAR,F5,0.0001827623,1188,52650,498
131.23879,4.8605781,STAR,M3,-3.760611e-05,1188,52650,500
131.41823,4.8684427,STAR,L5.5,-0.002667913,1188,52650,502
131.38309,4.6832807,STAR,K7,0.001274217,1188,52650,508
131.37875,4.8902717,STAR,K7,0.0001907489,1188,52650,511
131.30244,5.5066391,STAR,M6,0.004037424,1188,52650,521
131.25622,5.7553383,STAR,WD,-0.0001826091,1188,52650,522
131.23654,5.8161179,STAR,M3,-0.0001964808,1188,52650,526
131.45223,5.6381041,STAR,M6,-3.193141e-05,1188,52650,528
131.37383,5.63629,STAR,M5,9.78052e-05,1188,52650,530
131.51562,5.6241919,STAR,F5,0.0003842819,1188,52650,537
131.74056,4.8285183,STAR,K1,0.0002674968,1188,52650,556
131.6973,4.6089429,STAR,M0,0.0003158047,1188,52650,557
131.60692,4.6778805,STAR,M4,0.0001437975,1188,52650,558
142.71706,37.779943,STAR,M1 (204445),4.5258e-05,8863,57724,511
142.54498,37.482374,STAR,M5III (221615),2.799515e-05,8863,57724,513
142.97834,37.216391,STAR,A1III (225180),0.0005277944,8863,57724,516
142.66665,37.407313,STAR,M1 (204445),-1.743085e-05,8863,57724,519
143.03084,37.535821,STAR,CV,0.00311338,8863,57724,534
142.93139,37.710121,STAR,M5III (221615),0.0001848778,8863,57724,535
143.05664,37.258412,STAR,M5III (221615),-0.0001007592,8863,57724,539
143.10224,37.984809,STAR,CV,0.0005789396,8863,57724,548
143.12181,38.320479,STAR,M6III (148783),3.21773e-05,8863,57724,549
143.27813,38.251718,STAR,F3/F5V (30743),0.000461756,8863,57724,551
142.9666,37.981318,STAR,F3/F5V (30743),-0.0006977843,8863,57724,557
21.853147,22.649894,STAR,M5III (221615),-3.624627e-05,7635,56979,634
21.803671,22.24556,STAR,K5 (G_19-24),-7.990811e-05,7635,56979,644
21.942826,22.017466,STAR,M5III (221615),-0.0001693603,7635,56979,655
21.756634,21.910856,STAR,K5Ve (118100),-0.001232522,7635,56979,660
22.119987,22.754342,STAR,K5 (G_19-24),-0.0004753462,7635,56979,674
21.965386,22.118495,STAR,K0V (10780),-0.0001814342,7635,56979,688
22.151308,23.248985,STAR,A2II (39866),-0.0005926613,7635,56979,704
22.25255,22.066085,STAR,K3V (32147),-0.0002512505,7635,56979,734
22.437258,23.277874,STAR,M5III (221615),-6.836659e-05,7635,56979,741
22.370303,23.259557,STAR,K5 (G_19-24),-0.000376717,7635,56979,742
22.430409,23.164818,STAR,M5III (221615),3.288994e-05,7635,56979,745
251.86322,38.231771,STAR,K0IIIa (57669),-0.001223645,10720,58250,538
251.61992,38.843475,STAR,F3/F5V (30743),-0.0004661711,10720,58250,548
252.05517,38.523472,STAR,M4.5:III (123657),-2.989308e-05,10720,58250,561
251.8992,38.636494,STAR,A4V (136729),-0.001112194,10720,58250,562
252.09943,38.285584,STAR,K3V (32147),-7.865354e-05,10720,58250,576
252.01475,38.192617,STAR,F3/F5V (30743),-0.0009227485,10720,58250,580
252.21059,39.2554,STAR,K3V (32147),-0.0003163877,10720,58250,582
252.19863,39.224237,STAR,A9V (154660),-0.0001005935,10720,58250,590
252.35655,38.948262,STAR,M4.5:III (123657),-0.0003473957,10720,58250,591
149.38498,43.644841,STAR,WDhotter,2.142221e-05,4565,55591,622
149.37879,43.543837,STAR,WDmagnetic,0.001736379,4565,55591,628
149.35425,43.109985,STAR,A4V (97603),0.0007222563,4565,55591,652
149.14264,42.760341,STAR,WDcooler,-0.000132261,4565,55591,656
149.24809,42.658279,STAR,sd:F0 (G_84-29),0.0006704724,4565,55591,660
149.43181,43.388937,STAR,CalciumWD,0.0001310194,4565,55591,674
9.448,-9.57024,STAR,G2,9.811376e-05,3105,54825,623
9.5152903,-9.5871696,STAR,F9,-0.0001274311,3105,54825,624
9.5448999,-9.9035597,STAR,F9,0.00013595,3105,54825,625
9.4078503,-9.38694,STAR,A0,-0.0004818144,3105,54825,626
9.6601496,-9.6023998,STAR,F5,-0.0005199295,3105,54825,627
9.6118298,-9.6749601,STAR,K1,4.134335e-05,3105,54825,628
9.6008501,-9.4390202,STAR,K1,-0.0004176125,3105,54825,629
9.5095301,-9.6352701,STAR,F5,-0.0007035968,3105,54825,630
9.5583,-9.6327295,STAR,G0,-0.0002891069,3105,54825,631
9.5024405,-9.78617,STAR,K5,-4.168982e-05,3105,54825,632
9.6335802,-10.2121,STAR,F2,-0.0001685688,3105,54825,633
9.7007999,-10.1887,STAR,A0,-8.869209e-05,3105,54825,634
9.4892797,-9.7280197,STAR,M1,0.0002784116,3105,54825,635
9.5735397,-9.9435902,STAR,F5,-0.0004776078,3105,54825,636
9.5939703,-10.1721,STAR,M1,9.583683e-05,3105,54825,637
9.6150303,-9.9147997,STAR,F5,-0.0003171806,3105,54825,638
9.5854844,-9.7804094,STAR,L5,-0.004136076,3105,54825,639
9.620603,-9.729868,STAR,G2,-6.719396e-05,3105,54825,640
7.7144399,6.31423,STAR,K3,-5.455748e-05,3106,54738,1
7.6424599,6.2969899,STAR,K3,1.746862e-05,3106,54738,2
7.52388,6.4949799,STAR,F5,-0.000257181,3106,54738,3
7.5462399,6.4187198,STAR,A0,-0.0004825383,3106,54738,4
7.5218201,6.5661001,STAR,A0,-0.0007733011,3106,54738,5
7.6319574,6.6210886,STAR,L4,-0.003878078,3106,54738,6
7.4902802,6.2456899,STAR,A0,-0.0003109572,3106,54738,7
7.4826598,6.3910599,STAR,F5,-0.000559469,3106,54738,8
7.4914298,6.5296798,STAR,F9,-0.0002175029,3106,54738,9
7.56673,6.5591602,STAR,M3,0.0002308839,3106,54738,10
7.4881501,6.6681099,STAR,F9,0.0003229578,3106,54738,11
7.52563,6.6606898,STAR,K1,9.929318e-06,3106,54738,12
8.0131903,6.68748,STAR,F5,-0.0007118657,3106,54738,13
7.56353,6.6559401,STAR,G2,-1.177916e-05,3106,54738,14
7.9004102,6.5623999,STAR,K7,0.0001595581,3106,54738,15
7.8515801,6.7248602,STAR,F9,-0.0005333928,3106,54738,16
7.7818899,6.6511302,STAR,G0,-0.0005495466,3106,54738,18
7.8397698,6.4423699,STAR,K1,-5.751896e-05,3106,54738,19
23.966308,21.677108,STAR,M1 (204445),-0.0003719273,7635,56979,13
23.642973,21.686753,STAR,F8Ibvar (45412),-0.0005754033,7635,56979,15
23.879397,21.656119,STAR,F3/F5V (30743),-0.0008606426,7635,56979,18
23.50854,21.413557,STAR,WDcooler,-0.0001478522,7635,56979,22
23.544543,21.791911,STAR,M5III (221615),-0.0001616293,7635,56979,31
23.519578,21.657701,STAR,A2II (39866),-2.462681e-05,7635,56979,33
23.512906,21.695771,STAR,CV,-0.001968909,7635,56979,34
23.486038,20.990909,STAR,M6III (148783),-1.68584e-06,7635,56979,49
23.343808,21.15709,STAR,M1 (204445),-0.0001651252,7635,56979,58
125.34412,45.317359,STAR,M5III (221615),5.178505e-05,7328,56715,50
125.5219,45.214559,STAR,M6III (148783),0.0001241049,7328,56715,51
125.41685,45.452821,STAR,F3/F5V (30743),0.0001406752,7328,56715,60
204.7221,8.2376004,STAR,F5,0.0005255051,1802,53885,10
204.74243,8.5575928,STAR,K3,0.0004442622,1802,53885,14
204.98406,8.6138364,STAR,Carbon_lines,-0.003095633,1802,53885,17
205.31624,9.274545,STAR,L9,0.003594985,1802,53885,35
204.51833,8.8424248,STAR,F5,0.001213854,1802,53885,45
204.57721,8.6893018,STAR,G2,-0.001569948,1802,53885,59
204.61127,9.5238466,STAR,M2,-8.447218e-05,1802,53885,63
131.82957,4.0453003,STAR,F5,0.0002683932,1188,52650,2
131.73494,3.9350863,STAR,M3,0.0001761801,1188,52650,4
131.80481,3.9666284,STAR,M5,-0.0001680826,1188,52650,8
131.90322,3.7786711,STAR,F5,-1.163068e-05,1188,52650,10
131.85743,4.0916356,STAR,F5,0.000172826,1188,52650,14
132.09808,3.8047754,STAR,K7,0.0001779856,1188,52650,20
132.26336,4.1823979,STAR,G0,0.000454241,1188,52650,26
131.91952,4.2401112,STAR,K3,9.540466e-05,1188,52650,27
132.07146,4.300631,STAR,M6,0.004033184,1188,52650,29
132.04073,4.4890613,STAR,M5,0.0001711722,1188,52650,32
132.27794,4.4526364,STAR,M0V,0.0002200205,1188,52650,34
132.09641,4.0940952,STAR,M6,9.848793e-06,1188,52650,35
132.25331,4.545101,STAR,K5,9.999808e-05,1188,52650,36
132.00465,4.1932496,STAR,WD,0.0001534684,1188,52650,39
131.93249,4.2558193,STAR,M4,0.0002222475,1188,52650,40
131.66929,3.8943621,STAR,G2,3.20225e-05,1188,52650,45
131.57979,3.9860889,STAR,F9,-1.341347e-05,1188,52650,46
131.5717,4.0279149,STAR,G2,0.0002928825,1188,52650,54
131.40745,3.9745284,STAR,M4,0.0001065548,1188,52650,56
131.62928,4.0613532,STAR,M1,-2.075894e-05,1188,52650,59
0.654373840000005,20.576411,STAR,K5 (G_19-24),-0.0001362552,6110,56279,5
0.905295309999985,21.026493,STAR,A4V (97603),0.0001601665,6110,56279,8
0.669461599999977,20.752327,STAR,M5III (221615),-0.0001465479,6110,56279,13
0.544442230000016,20.550853,STAR,K5 (G_19-24),-2.584413e-05,6110,56279,21
0.476008330000013,20.571517,STAR,F3/F5V (30743),-0.0005358992,6110,56279,22
0.208433409999998,19.956686,STAR,F3/F5V (30743),-0.0001736936,6110,56279,41
0.118898489999992,20.563094,STAR,F3/F5V (30743),-0.0005829478,6110,56279,63
234.68807,53.121394,STAR,F6II (61295),-0.0009666725,6714,56447,16
234.24997,52.934048,STAR,F2V (33256),5.948026e-05,6714,56447,33
234.24392,53.07964,STAR,M6III (148783),8.89166e-05,6714,56447,38
234.43371,52.962126,STAR,F3/F5V (30743),-0.001011856,6714,56447,40
234.40253,52.573305,STAR,F0III (89025),-0.0004024528,6714,56447,52
234.04239,52.900737,STAR,F3/F5V (30743),-0.0002881555,6714,56447,62
234.16761,53.182744,STAR,M5III (221615),0.0001093662,6714,56447,63
227.28198,14.883474,STAR,K3V (32147),-0.000130398,5486,56030,440
226.84132,14.147064,STAR,F3/F5V (30743),-0.0001401584,5486,56030,442
227.08476,14.061031,STAR,F2V (33256),-0.0005664347,5486,56030,444
227.0472,14.178995,STAR,M5III (221615),-9.81725e-05,5486,56030,449
227.14163,14.246183,STAR,A4V (136729),-0.0005061275,5486,56030,450
227.01018,14.316489,STAR,K3III (101673),0.000115281,5486,56030,454
227.02335,14.505752,STAR,G8V (101501),-0.0004502051,5486,56030,462
226.56999,14.829905,STAR,K0V (10780),-0.0002549079,5486,56030,498
47.457848,41.425817,STAR,F9,-0.0001696377,2417,53766,353
47.310777,41.328484,STAR,K3,-5.742127e-05,2417,53766,354
47.380383,41.384605,STAR,F9,-0.0003380531,2417,53766,355
47.34464,41.420665,STAR,G2,-0.0001246146,2417,53766,356
47.330712,41.303785,STAR,F9,-0.0002723332,2417,53766,357
47.216767,41.286468,STAR,G2,0.000505748,2417,53766,359
47.446355,41.334319,STAR,G0,-0.000158786,2417,53766,360
48.036405,42.519061,STAR,G2,-0.0002066371,2417,53766,361
48.194991,42.197092,STAR,G2,0.0001904344,2417,53766,362
47.996033,42.476839,STAR,K1,-0.0001084372,2417,53766,363
48.265455,42.224301,STAR,F5,-0.0002570009,2417,53766,364
48.140983,42.430644,STAR,K1,-0.0001896836,2417,53766,365
48.244681,42.19284,STAR,F5,-2.304635e-05,2417,53766,367
47.993377,42.526265,STAR,K1,-0.0001378629,2417,53766,368
48.288486,42.292011,STAR,K1,-7.984836e-05,2417,53766,369
48.09239,42.147027,STAR,K1,-0.0008946075,2417,53766,370
48.009849,42.229942,STAR,A0,-0.0004186194,2417,53766,371
48.124442,42.098194,STAR,K3,-0.0001922562,2417,53766,372
48.05061,42.204118,STAR,F9,-0.000155059,2417,53766,373
48.262233,42.368918,STAR,K1,-0.0002455692,2417,53766,374
48.181779,42.076758,STAR,F9,-0.0003392844,2417,53766,375
47.993956,42.13978,STAR,K1,-6.502958e-05,2417,53766,376
48.233152,42.123819,STAR,F9,-0.0001605117,2417,53766,377
48.173594,42.143597,STAR,G0,-0.0001729826,2417,53766,378
48.239337,42.460395,STAR,F9,-0.0001173795,2417,53766,379
48.259808,42.153069,STAR,F2,-0.000300134,2417,53766,380
47.791794,41.970027,STAR,F9,-0.0009231844,2417,53766,381
47.593657,41.973179,STAR,A0,-0.0003986568,2417,53766,382
47.592511,41.372074,STAR,A0p,-0.0003258159,2417,53766,383
47.626784,41.917321,STAR,F9,-0.0001582361,2417,53766,384
47.643252,41.719311,STAR,F5,-0.0001791038,2417,53766,385
47.768099,41.743218,STAR,K3,-7.664064e-05,2417,53766,386
47.632133,41.944059,STAR,K3,-0.000330044,2417,53766,387
47.843374,41.793152,STAR,K1,-0.0002072303,2417,53766,388
47.631501,41.774231,STAR,G2,-0.0003143261,2417,53766,389
47.863594,42.000166,STAR,WD,7.363254e-05,2417,53766,390
47.601824,41.439137,STAR,A0,-0.0003679982,2417,53766,391
47.794706,41.30652,STAR,Carbon,-0.003098002,2417,53766,392
47.739857,41.419459,STAR,M2V,-0.004020733,2417,53766,393
47.772115,41.42127,STAR,F9,-0.0001809623,2417,53766,394
47.653282,41.578668,STAR,K1,-9.92656e-05,2417,53766,395
47.742299,41.327705,STAR,F9,-0.0001981894,2417,53766,396
47.770193,41.352603,STAR,M3,-0.0001532749,2417,53766,397
47.589751,41.306888,STAR,F9,-0.0002694615,2417,53766,398
47.87515,41.56721,STAR,A0,-0.0001380487,2417,53766,399
48.488483,42.19949,STAR,O,-0.0004294383,2417,53766,401
48.412319,42.138083,STAR,Carbon_lines,-0.002028579,2417,53766,402
48.421581,42.577004,STAR,G2,-0.0009934112,2417,53766,403
48.46825,42.104603,STAR,A0,0.0001893397,2417,53766,404
48.448635,42.179105,STAR,F9,-0.0001977297,2417,53766,405
48.309072,42.398134,STAR,K1,-0.0002353845,2417,53766,406
48.505518,42.581221,STAR,F5,-0.0003660755,2417,53766,407
48.4123,42.602999,STAR,K3,-4.650398e-05,2417,53766,408
48.351655,42.19051,STAR,F9,-6.506617e-05,2417,53766,409
8.6023302,-9.5692196,STAR,F9,-0.0003998459,3105,54825,510
8.6426697,-9.4615402,STAR,A0,-0.0005449572,3105,54825,513
8.674155,-9.636505,STAR,K1,7.326609e-05,3105,54825,514
8.6813002,-9.71175,STAR,F5,-0.0005540701,3105,54825,515
8.8192902,-9.7761803,STAR,G2,-8.756558e-05,3105,54825,516
8.8544302,-9.7609596,STAR,F9,-0.0003247596,3105,54825,517
8.8034096,-9.9512997,STAR,M0,-0.0003352586,3105,54825,518
8.7850704,-9.6435604,STAR,F9,-0.0001056654,3105,54825,519
8.6935396,-9.1462898,STAR,F9,1.859835e-05,3105,54825,521
8.7350998,-9.2706404,STAR,G2,-0.0006193043,3105,54825,522
8.56077,-8.7471905,STAR,M1,0.000102301,3105,54825,523
8.5775995,-9.0030603,STAR,F5,-0.0005843997,3105,54825,524
8.5791197,-9.2292604,STAR,K7,7.513705e-05,3105,54825,525
8.6410704,-9.2057304,STAR,F5,-0.0003118615,3105,54825,526
8.6367102,-8.9883404,STAR,A0,-0.0005021673,3105,54825,527
8.6566801,-9.2564001,STAR,K5,-3.335935e-05,3105,54825,528
8.5802002,-8.9593496,STAR,K1,-0.000127732,3105,54825,531
8.6787901,-9.0299101,STAR,M1,-4.930838e-05,3105,54825,532
8.6359701,-8.85464,STAR,K3,-2.020818e-05,3105,54825,533
8.5641403,-8.8705902,STAR,F5,-0.0004414227,3105,54825,534
8.6099005,-9.0705004,STAR,K5,0.0001480293,3105,54825,535
8.5722103,-8.7587004,STAR,M2,-1.852736e-05,3105,54825,536
8.5988903,-8.9493303,STAR,K5,-1.764234e-05,3105,54825,537
8.7119303,-8.9155598,STAR,F9,-0.0003010835,3105,54825,538
8.6452799,-8.9332895,STAR,F9,-0.0001048758,3105,54825,539
8.6181498,-9.0040598,STAR,K3,-6.719294e-05,3105,54825,540
9.0960197,-9.4611397,STAR,F9,5.74745e-05,3105,54825,541
9.1308899,-9.4530296,STAR,F2,-0.000159646,3105,54825,542
9.1365805,-9.8444405,STAR,K5,8.00038e-05,3105,54825,543
9.0104599,-9.5867596,STAR,A0,-0.001167619,3105,54825,544
9.0832195,-9.3906803,STAR,F5,-0.0005048952,3105,54825,545
9.009692,-9.612694,STAR,F2,-0.0001894897,3105,54825,546
9.14083,-9.6193895,STAR,F9,3.020522e-05,3105,54825,547
9.0353603,-9.3738403,STAR,F9,4.303107e-05,3105,54825,548
9.1825104,-9.3964396,STAR,F5,-0.0007054886,3105,54825,549
9.0507097,-9.5201902,STAR,F9,-0.0001067978,3105,54825,550
9.1082201,-9.3850098,STAR,M0,9.97968e-05,3105,54825,553
9.0336704,-9.8977699,STAR,F2,-0.0004427953,3105,54825,554
9.0391798,-9.8364401,STAR,A0,-0.0006320187,3105,54825,555
8.94314,-9.7724304,STAR,F5,0.0004741906,3105,54825,556
9.1427002,-9.7755003,STAR,A0,-0.0003337956,3105,54825,557
9.1458502,-9.8814497,STAR,G2,0.0001089915,3105,54825,558
8.9266195,-9.9023504,STAR,F9,-0.0001939909,3105,54825,559
8.9693699,-9.9172401,STAR,K5,3.258105e-05,3105,54825,560
8.7789602,-9.28022,STAR,G2,-0.0002467465,3105,54825,561
8.9087296,-8.9215698,STAR,A0,0.0004783185,3105,54825,562
8.8905201,-8.8777399,STAR,K5,-3.834093e-05,3105,54825,563
8.8493004,-8.91259,STAR,F9,-6.334292e-05,3105,54825,564
9.0735397,-9.3361101,STAR,F5,-0.0005603306,3105,54825,565
9.03053,-9.0116501,STAR,M1,-1.864618e-05,3105,54825,566
250.91832,48.719435,STAR,G0 (G_101-29),4.713975e-05,8054,57194,436
251.10198,48.696003,STAR,G4V (32923),-0.0007592744,8054,57194,438
251.11308,48.724256,STAR,G4V (32923),-0.000534137,8054,57194,440
250.46337,47.875905,STAR,M5III (221615),-0.0001867649,8054,57194,448
250.63128,47.90237,STAR,A1Iae (12953),0.0007489074,8054,57194,449
250.81771,47.752166,STAR,M4.5:III (123657),-0.0001900563,8054,57194,453
250.6358,47.968386,STAR,K5Ve (118100),-0.0004219023,8054,57194,454
250.6025,48.009741,STAR,K0IIIa (57669),0.0005757021,8054,57194,456
250.43616,48.178493,STAR,G0 (63791),-0.0006132934,8054,57194,463
250.75726,48.337313,STAR,K3V (32147),-0.0005865538,8054,57194,468
250.81065,48.445968,STAR,M4.5:III (123657),-6.534599e-06,8054,57194,473
250.8226,48.481262,STAR,M5III (221615),0.0002004668,8054,57194,475
250.65384,48.526113,STAR,F3/F5V (30743),-0.0009346395,8054,57194,479
249.99632,48.225456,STAR,F3/F5V (30743),-0.000563568,8054,57194,484
250.16187,48.131435,STAR,F0IV (81937),-0.0007050744,8054,57194,485
142.72822,30.506924,STAR,CV,-0.001264844,10429,58145,449
149.35377,35.204568,STAR,F6II (61295),0.0008418012,5793,56337,710
149.22901,34.975088,STAR,A1III (225180),0.000631391,5793,56337,718
149.2467,34.720507,STAR,K3V (32147),0.000107657,5793,56337,722
149.25568,34.679002,STAR,B5 (338529),3.178712e-05,5793,56337,724
149.65665,35.42177,STAR,CV,0.0003073791,5793,56337,748
149.57026,34.858298,STAR,WDcooler,2.763486e-05,5793,56337,759
149.4515,34.447963,STAR,M6III (148783),-0.000103017,5793,56337,763
149.52846,34.677884,STAR,F3/F5V (30743),-0.0007904138,5793,56337,766
204.00389,32.945848,STAR,F5,-0.000624137,2109,53468,515
204.62145,33.713885,STAR,M0,0.0002180322,2109,53468,523
204.42119,33.436436,STAR,O,0.004153254,2109,53468,533
204.35998,33.530367,STAR,M2,-0.0003063821,2109,53468,540
204.5113,33.022265,STAR,F5,-0.0003028112,2109,53468,548
204.48261,32.807646,STAR,L5.5,-0.0003254433,2109,53468,554
204.68951,33.64049,STAR,A0,-0.0009274911,2109,53468,570
154.16622,3.3004085,STAR,F2,0.0001082525,574,52355,92
154.21183,3.5664428,STAR,K1,0.0001265024,574,52355,94
154.49309,3.8774559,STAR,M7,9.178912e-05,574,52355,101
232.90223,27.274401,STAR,A1III (225180),-0.000409078,3959,55679,859
232.82376,27.129213,STAR,F8V (G_243-63),-0.0008280423,3959,55679,860
233.13179,28.342666,STAR,F3/F5V (30743),-0.0001710369,3959,55679,868
233.07929,28.107868,STAR,K3V (32147),1.735498e-05,3959,55679,870
233.12034,28.095015,STAR,CV,0.001026236,3959,55679,874
233.06293,28.399227,STAR,A8V (155514),-0.0007016884,3959,55679,876
233.16809,27.805087,STAR,CalciumWD,-0.0004759329,3959,55679,886
233.07199,27.527022,STAR,A2II (39866),-0.000733856,3959,55679,890
233.0735,27.365975,STAR,F3/F5V (30743),9.024685e-05,3959,55679,892
233.34496,28.245895,STAR,F0II (25291),-0.0008674143,3959,55679,902
233.25181,28.246817,STAR,G0 (G_101-29),-0.001039041,3959,55679,904
233.2213,28.061525,STAR,WDmagnetic,0.003813522,3959,55679,906
233.20873,28.078478,STAR,F3/F5V (30743),-0.0001228698,3959,55679,912
224.37123,14.201909,STAR,F9,-0.0001056902,2751,54243,323
224.79778,14.508501,STAR,K3,1.207994e-05,2751,54243,328
224.71476,14.331743,STAR,G0,-0.000196174,2751,54243,330
224.57581,14.055431,STAR,K5,-0.000155246,2751,54243,338
223.94557,13.505607,STAR,F5,-0.0001565466,2751,54243,353
224.92165,14.486125,STAR,T2,-0.003561379,2751,54243,377
225.27365,14.489583,STAR,L5.5,-0.003807816,2751,54243,401
225.24525,14.696107,STAR,M2,-0.0002781322,2751,54243,414
225.39114,14.235988,STAR,M0,-0.0001621672,2751,54243,416
225.15216,14.423588,STAR,M1,-2.2395e-05,2751,54243,419
224.95542,13.873388,STAR,G0,0.0004737127,2751,54243,429
224.87449,13.754578,STAR,T2,-0.0001116956,2751,54243,436
24.954031,4.0551905,STAR,O8/O9 (167771),-0.0007742097,8739,57645,494
24.868292,4.6297855,STAR,A9V (154660),-0.0001980717,8739,57645,507
25.078944,4.2050847,STAR,A0 (19510),-0.0003415069,8739,57645,538
25.435469,5.3293643,STAR,M5III (221615),3.492274e-05,8739,57645,541
25.230654,4.8699124,STAR,K5Ve (118100),-9.166094e-06,8739,57645,558
25.353263,4.766157,STAR,M5III (221615),2.417858e-05,8739,57645,560
25.491515,4.446681,STAR,F0II (25291),-0.0001250109,8739,57645,572
25.534102,5.3764447,STAR,B9 (105262),0.003831689,8739,57645,583
25.546421,5.0073037,STAR,WDcooler,0.0001578197,8739,57645,592
25.473524,5.1236867,STAR,F3/F5V (30743),-0.0001847771,8739,57645,594
25.628014,4.4769892,STAR,F2V (33256),-0.0007798754,8739,57645,606
25.679478,4.4476032,STAR,F2V (33256),-0.0006294097,8739,57645,610
25.607089,4.472751,STAR,F0Ib (36673),-0.000534188,8739,57645,611
25.67168,4.285892,STAR,G4V (32923),-0.0002472381,8739,57645,619
359.6356,1.3573989,STAR,M5III (221615),3.37235e-05,9179,57682,119
359.43766,0.34480335,STAR,K4Iab: (34255),0.002871094,9179,57682,170
359.37406,1.2144496,STAR,CV,0.003120985,9179,57682,198
73.821799,-3.6414089,STAR,K1,-0.0001171294,3123,54741,567
73.967539,-3.799518,STAR,F9,0.0003112501,3123,54741,568
73.952869,-3.9511352,STAR,F5,0.0002786233,3123,54741,569
73.901839,-3.4452448,STAR,F9,0.0002963314,3123,54741,570
73.75088,-3.4867925,STAR,K5,1.668691e-05,3123,54741,571
73.913383,-3.8391268,STAR,F9,-0.0001022656,3123,54741,572
73.820494,-3.7829191,STAR,F9,0.0001375696,3123,54741,573
73.828056,-3.5423763,STAR,K1,9.106468e-05,3123,54741,574
73.830014,-3.4828704,STAR,A0,0.0002162578,3123,54741,575
73.980066,-3.5635233,STAR,K1,-9.269899e-05,3123,54741,576
73.810186,-3.8060559,STAR,F5,0.0002778008,3123,54741,577
73.823783,-3.7366559,STAR,F9,0.0001106883,3123,54741,578
